name,email,department
saillat-sur-vienne,saillat-mairie@wanadoo.fr,87
saint-amand-le-petit,mairie.stamandlepetit@wanadoo.fr,87
saint-amand-magnazeix,mairie.st.amand.magnx@wanadoo.fr,87
saint-auvent,mairie.de.saint-auvent@wanadoo.fr,87
saint-barbant,saint-barbant.commune@wanadoo.fr,87
saint-bazile,"",87
saint-bonnet-briance,st-bonnet-briance.mairie@orange.fr,87
saint-bonnet-de-bellac,mairie.stbonnetdebellac@wanadoo.fr,87
saint-brice-sur-vienne,mairiest.brice@wanadoo.fr,87
saint-cyr,mairie.stcyr@wanadoo.fr,87
saint-denis-des-murs,saintdenisdesmurs@free.fr,87
sainte-anne-saint-priest,mairie.sainte.anne.saint.priest@wanadoo.fr,87
sainte-marie-de-vaux,commune.saintemariedevaux@wanadoo.fr,87
saint-gence,mairie.saintgence@wanadoo.fr,87
saint-genest-sur-roselle,mairiestgenest@wanadoo.fr,87
saint-georges-les-landes,mairies.sgll@wanadoo.fr,87
saint-germain-les-belles,mairiedesaintgermainlesbelles@wanadoo.fr,87
saint-gilles-les-forets,mairie-st-gilles-les-forets@wanadoo.fr,87
saint-hilaire-bonneval,mairiesainthilairebonneval@orange.fr,87
saint-hilaire-la-treille,mairie.saint.hilaire.la.treille@wanadoo.fr,87
saint-hilaire-les-places,mairie-saint.hilaire@wanadoo.fr,87
saint-jean-ligoure,mairiesaintjeanligoure@orange.fr,87
saint-jouvent,mairie.stjouvent@wanadoo.fr,87
saint-julien-le-petit,mairie.saintjulien@free.fr,87
saint-junien,nlavergne@saint-junien.fr,87
saint-junien-les-combes,mairie.junien@orange.fr,87
saint-just-le-martel,mairie.stjustlemartel@wanadoo.fr,87
saint-laurent-les-eglises,mairie-st-laurent-les-eglises@wanadoo.fr,87
saint-laurent-sur-gorre,mairie.stlaurent.gorre@wanadoo.fr,87
saint-leger-la-montagne,commune.saintlegerlamontagne@wanadoo.fr,87
saint-leger-magnazeix,mairiestleger@wanadoo.fr,87
saint-leonard-de-noblat,accueil@ville-saint-leonard.fr,87
saint-martial-sur-isop,mairiestmartials.isop@wanadoo.fr,87
saint-martin-de-jussac,commune.saintmartindejussac@wanadoo.fr,87
saint-martin-le-mault,mairie.smlm@wanadoo.fr,87
saint-martin-le-vieux,mairie.smlv@wanadoo.fr,87
saint-martin-terressus,mairie@st-martin-terressus.fr,87
saint-mathieu,mairie.saint.mathieu@wanadoo.fr,87
saint-maurice-les-brousses,mairie.stmaurice87@free.fr,87
saint-meard,mairie-de-saint-meard@wanadoo.fr,87
saint-ouen-sur-gartempe,mairie-st-ouen-sur-gartempe@wanadoo.fr,87
saint-pardoux,commune.saint.pardoux@orange.fr,87
saint-paul,mairie-stpaul87@wanadoo.fr,87
saint-priest-ligoure,stpriestligoure.mairie@wanadoo.fr,87
saint-priest-sous-aixe,mairie-de-st-priest-sous-aixe@wanadoo.fr,87
saint-priest-taurion,st-priest-taurion@wanadoo.fr,87
saint-sornin-la-marche,st.sornin.marche@wanadoo.fr,87
saint-sornin-leulac,mairie.st-sornin-leulac@wanadoo.fr,87
saint-sulpice-lauriere,mairie-de-stsulpice-lauriere@wanadoo.fr,87
saint-sulpice-les-feuilles,st.sulpice.les.feuilles@wanadoo.fr,87
saint-sylvestre,mairie.stsylv@wanadoo.fr,87
saint-symphorien-sur-couze,commune-st-symphorien@orange.fr,87
saint-victurnien,mairie.stvicturnien@wanadoo.fr,87
saint-vitte-sur-briance,mairiestvittesurbriance@orange.fr,87
saint-yrieix-la-perche,secretariat@saint-yrieix.fr,87
saint-yrieix-sous-aixe,mairie.saint-yrieix-sous-aixe@wanadoo.fr,87
sauviat-sur-vige,mairie.sauviat@wanadoo.fr,87
sereilhac,mairie.sereilhac@wanadoo.fr,87
solignac,mairie-solignac@wanadoo.fr,87
surdoux,mairie.surdoux@orange.fr,87
sussac,mairiesussac@wanadoo.fr,87
tersannes,mairie.tersannes@wanadoo.fr,87
thiat,mairie.thiat@wanadoo.fr,87
thouron,mairie.thouron@wanadoo.fr,87
vaulry,mairie.vaulry@wanadoo.fr,87
vayres,mairie-vayres@wanadoo.fr,87
verneuil-moustiers,mairie.verneuil-moustiers@wanadoo.fr,87
verneuil-sur-vienne,mairie-verneuil-vienne@wanadoo.fr,87
veyrac,mairie.de.veyrac@wanadoo.fr,87
vicq-sur-breuilh,mairie.vicq@wanadoo.fr,87
videix,commune-de-videix@wanadoo.fr,87
villefavard,mairie.villefavard@wanadoo.fr,87
aiguines,a-dumas@mairie-aixesurvienne.fr,83
ampus,secretariat@mairie-ambazac.fr,83
artignosc-sur-verdon,mairiearnaclaposte2@wanadoo.fr,83
artigues,mairie.augne@wanadoo.fr,83
aups,mairie.aureil@wanadoo.fr,83
bagnols-en-foret,mairie.azat@wanadoo.fr,83
bandol,mairieballedent@wanadoo.fr,83
bargeme,mairie.beaumontdulac@wanadoo.fr,83
bargemon,bellac@mairie-bellac.fr,83
barjols,mairieberneuil@wanadoo.fr,83
baudinard-sur-verdon,mairiebersac@wanadoo.fr,83
bauduen,commune.de.bessines@wanadoo.fr,83
belgentier,beynac.mairie@wanadoo.fr,83
besse-sur-issole,mairie.blanzac@gmail.com,83
bormes-les-mimosas,"",83
bras,boisseuilnet@wanadoo.fr,83
brenon,mairie.bonnac@wanadoo.fr,83
brignoles,secretariat@mairie-bosmie.fr,83
brue-auriac,mairie.breuilaufa@wanadoo.fr,83
cabasse,mairie@bujaleuf.fr,83
callas,mairie.burgnac@wanadoo.fr,83
callian,info@webcommune.org,83
camps-la-source,mairie.bussiere.galant@wanadoo.fr,83
carces,mairie.bussiere.poitevine@wanadoo.fr,83
carnoules,chaillacsurvienne.mairie@wanadoo.fr,83
carqueiranne,mairie.chalus87@wanadoo.fr,83
cavalaire-sur-mer,mairie.chamboret@wanadoo.fr,83
chateaudouble,mairiechampagnelariviere@wanadoo.fr,83
chateauvert,mairie.champnetery@wanadoo.fr,83
chateauvieux,mairie.champsac@wanadoo.fr,83
claviers,chaptelat.limousin@wanadoo.fr,83
cogolin,mairie.chateau-chervix@wanadoo.fr,83
collobrieres,mairie.chateauneuf-la-foret@wanadoo.fr,83
comps-sur-artuby,mairie.chateauponsac@wanadoo.fr,83
correns,mairiecheissoux@wanadoo.fr,83
cotignac,mairie.cheronnac@wanadoo.fr,83
cuers,mairie.cieux@wanadoo.fr,83
draguignan,mairie.de.cognac.la.foret@wanadoo.fr,83
entrecasteaux,mairiedecompreignac@wanadoo.fr,83
esparron,contact@condatsurvienne.fr,83
evenos,mairie.coussac.bonneval@wanadoo.fr,83
fayence,mairie@couzeix.fr,83
figanieres,mairie.cromac@wanadoo.fr,83
flassans-sur-issole,mairie-cussac@wanadoo.fr,83
flayosc,mairiedarnac@wanadoo.fr,83
forcalqueiret,mairie.dinsac@wanadoo.fr,83
fox-amphoux,mairie.dompierreleseglises@wanadoo.fr,83
frejus,mairie-domps@orange.fr,83
gareoult,mairie-dournazac@orange.fr,83
gassin,mairie.droux@wanadoo.fr,83
ginasservis,mairie.eybouleuf@wanadoo.fr,83
gonfaron,mairie.eyjeaux@orange.fr,83
grimaud,mairie-eymoutiers@wanadoo.fr,83
hyeres,mairie@feytiat.fr,83
la-bastide,mairie-flavignac@wanadoo.fr,83
la-cadiere-d-azur,mairie.folles@wanadoo.fr,83
la-celle,mairiefromental@wanadoo.fr,83
la-crau,mairie.gajoubert@wanadoo.fr,83
la-croix-valmer,mairie.glandon@wanadoo.fr,83
la-farlede,mairie-de-glanges@wanadoo.fr,83
la-garde,mairie.gorre@wanadoo.fr,83
la-garde-freinet,mairie.isle87@wanadoo.fr,83
la-londe-les-maures,mairie.jabreilles@wanadoo.fr,83
la-martre,mairie.janailhac@wanadoo.fr,83
la-mole,mairiedejaverdat@wanadoo.fr,83
la-motte,mairiejouac@viveole.com,83
la-roquebrussanne,mairie.jourgnac@wanadoo.fr,83
la-roque-esclapon,mairielabazeuge@wanadoo.fr,83
la-seyne-sur-mer,chapelle-montbrandeix@orange.fr,83
la-valette-du-var,mairie.lacroisille@orange.fr,83
la-verdiere,mairie.croix.gartempe@wanadoo.fr,83
le-beausset,mairie.ladignac@wanadoo.fr,83
le-bourguet,mairie.lageneytouse@wanadoo.fr,83
le-cannet-des-maures,mairiedelajonchere@wanadoo.fr,83
le-castellet,mairie.la.meyze@wanadoo.fr,83
le-lavandou,mairie.laporcherie@wanadoo.fr,83
le-luc,larochelabeille.mairie@wanadoo.fr,83
le-muy,mairie.lauriere@wanadoo.fr,83
le-pradet,mairie.lavignac@orange.fr,83
le-revest-les-eaux,mairie.le-buisson@wanadoo.fr,83
les-adrets-de-l-esterel,mairieduchalard@wanadoo.fr,83
les-arcs,mairie-du-chatenet-en-dognon@orange.fr,83
les-mayons,mairie.ledorat@wanadoo.fr,83
les-salles-sur-verdon,affairesgenerales@lepalaissurvienne.fr,83
le-thoronet,mairiedesbillanges@aliceadsl.fr,83
le-val,mairie.les-cars87@wanadoo.fr,83
lorgues,mairie-les-grands-chezeaux@wanadoo.fr,83
mazaugues,mairiedessalleslavauguyon@wanadoo.fr,83
meounes-les-montrieux,mairie-le-vigen@wanadoo.fr,83
moissac-bellevue,lemaire@ville-limoges.fr,83
mons,mairie.linards@wanadoo.fr,83
montauroux,mairie.lussac.les.eglises@wanadoo.fr,83
montferrat,mairie.magnac-bourg@wanadoo.fr,83
